Text,Label,ID,Offsets,,,
"By booking on HotelTonight you get the flexibility to play it by ear, while knowing you'll get a great price and a great place to stay.",About,article_00012.pre.xmi:006,"[{u'text': 'HotelTonight', u'endOffset': 26, u'beginOffset': 14, u'label': u'Company'}, {u'text': ""get the flexibility to play it by ear, while knowing you'll get a great price and a great place to stay"", u'endOffset': 134, u'beginOffset': 31, u'label': u'ValueProposition'}]",,,
Give us ten seconds and we'll get you a great deal at your soon-to-be favorite hotel.,None,article_00012.pre.xmi:007,[],,,
And we'll turn an average night into a 'tonight' you'll always remember.,None,article_00012.pre.xmi:008,[],,,
"HotelTonight is available for iOS, Android and on our mobile website.",None,article_00012.pre.xmi:009,[],,,
The behaviors of ferromagnetic nano-particles in and around blood vessels under applied magnetic fields,None,article_00013.pre.xmi:001,[],,,
"In magnetic drug delivery, therapeutic magnetizable particles are typically injected into the blood stream and magnets are then used to concentrate them to disease locations.",None,article_00013.pre.xmi:002,[],,,
"The behavior of such particles in-vivo is complex and is governed by blood convection, diffusion (in blood and in tissue), extravasation, and the applied magnetic fields.... (Read More)",None,article_00013.pre.xmi:003,[],,,
Towards Control of Magnetic Fluids in Patients: Directing Therapeutic Nanoparticles to Disease Locations,None,article_00013.pre.xmi:004,[],,,
Atremendous need exists to be able to focus medicine to disease locations.,None,article_00013.pre.xmi:005,[],,,
"During chemotherapy, for example, typically less than 0.1% of the drugs are taken up by tumor cells, with the remaining 99.9% going into healthy tissue [1].",None,article_00013.pre.xmi:006,[],,,
Chemotherapy encompasses treating patients with a diverse collection of drugs that attempt to preferentially destroy cancer cells ... (Read More),None,article_00013.pre.xmi:007,[],,,
Magnetic nanoparticle transport within flowing blood and into surrounding tissue,None,article_00013.pre.xmi:008,[],,,
"Magnetic drug delivery refers to the physical confinement of therapeutic magnetic nanoparticles to regions of disease, tumors, infections and blood clots.",None,article_00013.pre.xmi:009,[],,,
Predicting the effectiveness of magnetic focusing in vivo is critical for the design and use of magnetic drug delivery systems.... (Read More),None,article_00013.pre.xmi:010,[],,,
Planar steering of a single ferrofluid drop by optimal minimum power dynamic feedback control of four electromagnets at a distance,None,article_00013.pre.xmi:011,[],,,
Any single permanent magnet or electromagnet will always attract a magneticfluid.,None,article_00013.pre.xmi:012,[],,,
For this reason it is difficult to precisely position and manipulate ferrofluid at a distance from magnets.,None,article_00013.pre.xmi:013,[],,,
We develop and experimentally demonstrate optimal (minimum electrical power) 2-dimensional manipulation of a single droplet of ferrofluid by feedback control of 4 external electromagnets.... (Read More),None,article_00013.pre.xmi:014,[],,,
Email Us or Call 1.888.9BOTTLE,None,article_00014.pre.xmi:001,[],,,
"Container Resources Inc. (CRI) was founded just over a decade ago in Greenville, SC.",None,article_00014.pre.xmi:002,[],,,
There was a need for a stocking distributor of rigid packaging in the southeast that could provide excellent service to small and medium size businesses as well as meet the demands of large customers.,None,article_00014.pre.xmi:003,[],,,
"Since that time, Container Resources Inc. has grown to become a leading distributor of containers and packaging in the region.",About,article_00014.pre.xmi:004,"[{u'text': u'Container Resources Inc.', u'endOffset': 41, u'beginOffset': 17, u'label': u'Company'}, {u'text': u'containers and packaging', u'endOffset': 111, u'beginOffset': 87, u'label': u'ProductService'}]",,,
"Container Resources Inc. carries a full line of rigid packaging, including plastic, metal, and glass containers.",About,article_00014.pre.xmi:005,"[{u'text': u'Container Resources Inc.', u'endOffset': 24, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'rigid packaging', u'endOffset': 63, u'beginOffset': 48, u'label': u'ProductService'}]",,,
We also distribute a large variety of closures and shipping accessories.,About,article_00014.pre.xmi:006,"[{u'text': u'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'variety of closures and shipping accessories', u'endOffset': 71, u'beginOffset': 27, u'label': u'ProductService'}]",,,
"We cater to the chemical, manufacturing, food, and health and beauty aids industries, just to name a few.",About,article_00014.pre.xmi:007,"[{u'text': u'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'chemical', u'endOffset': 24, u'beginOffset': 16, u'label': u'MarketSegment'}, {u'text': u'manufacturing', u'endOffset': 39, u'beginOffset': 26, u'label': u'MarketSegment'}, {u'text': u'food', u'endOffset': 45, u'beginOffset': 41, u'label': u'MarketSegment'}, {u'text': u'health', u'endOffset': 57, u'beginOffset': 51, u'label': u'MarketSegment'}, {u'text': u'beauty aids industries', u'endOffset': 84, u'beginOffset': 62, u'label': u'MarketSegment'}]",,,
Our warehouse is conveniently located off of I-85 in the upstate of South Carolina which allows us to serve the entire southeast in a fast and cost efficient manner.,None,article_00014.pre.xmi:008,[],,,
We make deliveries on our own CRI truck and also ship via common carrier according to what best suits our customers' needs.,None,article_00014.pre.xmi:009,[],,,
"Our customers appreciate the ease of doing business with Container Resources Inc. We treat all of our customers like family, regardless of their size.",None,article_00014.pre.xmi:010,[],,,
"Our goal is to make your purchasing experience simple, pleasant, and fast.",About,article_00014.pre.xmi:011,"[{u'text': u'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'purchasing experience simple, pleasant, and fast', u'endOffset': 73, u'beginOffset': 25, u'label': u'Purpose'}]",,,
"Customers can order via website, email, fax, or phone.",None,article_00014.pre.xmi:012,[],,,
"We also offer customized reporting, invoicing, and shipping.",About,article_00014.pre.xmi:013,"[{u'text': u'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'offer customized reporting, invoicing, and shipping', u'endOffset': 59, u'beginOffset': 8, u'label': u'ValueProposition'}]",,,
Our products leave our warehouse looking neat and professional — something we are proud to put our name on.,None,article_00014.pre.xmi:014,[],,,
"Most importantly, we offer accuracy.",None,article_00014.pre.xmi:015,[],,,
"Your order is processed correctly the first time saving everyone time, money, and headaches.",None,article_00014.pre.xmi:016,[],,,
"In this economic climate of consolidation, our relationships with our manufacturers continue to thrive, giving us great strength in our marketplace.",None,article_00014.pre.xmi:017,[],,,
Our business philosophy and personal ethics have created an environment of loyalty and trust among both our vendors and our customers.,None,article_00014.pre.xmi:018,[],,,
We pride ourselves on keeping costs low and being able to pass that savings on to you.,None,article_00014.pre.xmi:019,[],,,
"Our objective is to service our customers quickly, efficiently, and economically.",About,article_00014.pre.xmi:020,"[{u'text': u'customers quickly, efficiently, and economically', u'endOffset': 80, u'beginOffset': 32, u'label': u'MarketProfile'}]",,,
"Whether you need JIT inventory or drop shipments from manufacturers, Container Resources Inc. is the smart choice.",None,article_00014.pre.xmi:021,[],,,
"We know your business is important to you, and as our customer, your business is important to us too.",None,article_00014.pre.xmi:022,[],,,
"For more information about CRI or containers, call 1.888.9BOTTLE.",None,article_00014.pre.xmi:023,[],,,
You may also order containers online or contact us via our website .,None,article_00014.pre.xmi:024,[],,,
Copyright 2017 Container Resources Inc.,None,article_00014.pre.xmi:025,[],,,
About Us,None,article_00015.pre.xmi:001,[],,,
We're building the future of banking,None,article_00015.pre.xmi:002,[],,,
"Weâre committed to creating the transparent, accessible banking products that we need and want for ourselves.",About,article_00015.pre.xmi:003,"[{u'text': u'We\xe2\x80\x99re', u'endOffset': 7, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'transparent, accessible banking products that we need and want for ourselves', u'endOffset': 110, u'beginOffset': 34, u'label': u'Purpose'}]",,,
Our goal is simple: create a banking app people love using.,About,article_00015.pre.xmi:004,"[{u'text': u'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'banking app people love using', u'endOffset': 58, u'beginOffset': 29, u'label': u'Purpose'}]",,,
"Everything we do is about creating an experience that makes banking practical, beautiful and fun.",None,article_00015.pre.xmi:005,[],,,
"Our vision is about helping customers save money for the things that matter most to them, not nickel-and-diming them through fees hidden in fine print.",About,article_00015.pre.xmi:006,"[{u'text': u'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'customers save money for the things that matter most to them, not nickel-and-diming them through fees hidden in fine print', u'endOffset': 150, u'beginOffset': 28, u'label': u'MarketProfile'}]",,,
"We're working hard to bring together the best technology, design and innovative thinking to help you get to your goals, all while changing your money habits for the better.",None,article_00015.pre.xmi:007,[],,,
Saving with Qapital is just the beginning.,None,article_00015.pre.xmi:008,[],,,
Weâre looking to change the way we bank in the 21st century and beyond.,None,article_00015.pre.xmi:009,[],,,
Do you want to join us?,None,article_00015.pre.xmi:010,[],,,
Visit our jobs page .,None,article_00015.pre.xmi:011,[],,,
The app,None,article_00015.pre.xmi:012,[],,,
Promote Education,None,article_00016.pre.xmi:001,[],,,
Education is important.,None,article_00016.pre.xmi:002,[],,,
It's important for everyone to keep learning new skills as times change and requirements change.,None,article_00016.pre.xmi:003,[],,,
In our company we promote education and entrepreneurship so everyone is responsible.,About,article_00016.pre.xmi:004,"[{u'text': 'company', u'endOffset': 14, u'beginOffset': 7, u'label': u'Company'}, {u'text': 'promote education and entrepreneurship', u'endOffset': 56, u'beginOffset': 18, u'label': u'ValueProposition'}]",,,
Pursue Excellence,None,article_00016.pre.xmi:005,[],,,
To help people we need to make sure solutions are the best fit for society.,None,article_00016.pre.xmi:006,[],,,
In our company we pursue excellence to make sure workers receive benefits through work.,About,article_00016.pre.xmi:007,"[{u'text': 'company', u'endOffset': 14, u'beginOffset': 7, u'label': u'Company'}, {u'text': 'workers receive benefits through work', u'endOffset': 86, u'beginOffset': 49, u'label': u'MarketProfile'}]",,,
Practice Honesty,None,article_00016.pre.xmi:008,[],,,
We want to be honest.,None,article_00016.pre.xmi:009,[],,,
"We can not do everything but through collaboration, we believe we can help society.",None,article_00016.pre.xmi:010,[],,,
Be Creative,None,article_00016.pre.xmi:011,[],,,
"By being creative and imaginative, solutions which are unique and can benefit society can be created.",None,article_00016.pre.xmi:012,[],,,
About Doreming,None,article_00016.pre.xmi:013,[],,,
Doreming journey begins from helping Internet Cafe Refugees in Japan in 2008 around the time of the Lehman Crash.,About,article_00016.pre.xmi:014,"[{u'text': 'Doreming', u'endOffset': 8, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'Internet Cafe Refugees', u'endOffset': 59, u'beginOffset': 37, u'label': u'MarketProfile'}, {u'text': 'Japan', u'endOffset': 68, u'beginOffset': 63, u'label': u'MarketLocation'}]",,,
